gene,protein_classes,primary_class
ZNF182,transcription_factor,transcription_factor
ZNF516,transcription_factor,transcription_factor
ZNF548,transcription_factor,transcription_factor
T,transcription_factor,transcription_factor
NFYA,transcription_factor,transcription_factor
IRX5,transcription_factor,transcription_factor
ZBTB6,transcription_factor,transcription_factor
MIXL1,transcription_factor,transcription_factor
TP73,transcription_factor,transcription_factor
GLI3,transcription_factor,transcription_factor
AC092835.1,transcription_factor,transcription_factor
ZNF713,transcription_factor,transcription_factor
PROX2,transcription_factor,transcription_factor
SOX11,transcription_factor,transcription_factor
NKX1-1,transcription_factor,transcription_factor
BAZ2B,transcription_factor,transcription_factor
PBX2,transcription_factor,transcription_factor
ZNF25,transcription_factor,transcription_factor
ZFP69B,transcription_factor,transcription_factor
BHLHE41,transcription_factor,transcription_factor
ZNF573,transcription_factor,transcription_factor
ZNF470,transcription_factor,transcription_factor
TGIF2LX,transcription_factor,transcription_factor
NPAS3,transcription_factor,transcription_factor
MTERF2,transcription_factor,transcription_factor
NFATC4,transcription_factor,transcription_factor
ZNF483,transcription_factor,transcription_factor
ZNF653,transcription_factor,transcription_factor
BARHL2,transcription_factor,transcription_factor
TCF4,transcription_factor,transcription_factor
ZXDC,transcription_factor,transcription_factor
SEBOX,transcription_factor,transcription_factor
FOSL2,transcription_factor,transcription_factor
HNF1A,transcription_factor,transcription_factor
SOX4,transcription_factor,transcription_factor
CEBPA,transcription_factor,transcription_factor
EGR2,transcription_factor,transcription_factor
IRF9,transcription_factor,transcription_factor
SRCAP,transcription_factor,transcription_factor
ZNF790,transcription_factor,transcription_factor
ZNF624,transcription_factor,transcription_factor
ELF3,transcription_factor,transcription_factor
FOXL2,transcription_factor,transcription_factor
ZNF519,transcription_factor,transcription_factor
LTF,transcription_factor,transcription_factor
ZBTB5,transcription_factor,transcription_factor
RFX6,transcription_factor,transcription_factor
ZNF540,transcription_factor,transcription_factor
ZNF157,transcription_factor,transcription_factor
DLX1,transcription_factor,transcription_factor
ZMAT1,transcription_factor,transcription_factor
JRKL,transcription_factor,transcription_factor
ZNF503,transcription_factor,transcription_factor
ZNF763,transcription_factor,transcription_factor
ETV7,transcription_factor,transcription_factor
TFAP2B,transcription_factor,transcription_factor
ZFP28,transcription_factor,transcription_factor
ZSCAN16,transcription_factor,transcription_factor
DUXA,transcription_factor,transcription_factor
ZNF787,transcription_factor,transcription_factor
NKX6-2,transcription_factor,transcription_factor
CDX4,transcription_factor,transcription_factor
LIN28B,transcription_factor,transcription_factor
GLIS2,transcription_factor,transcription_factor
EOMES,transcription_factor,transcription_factor
ZNF454,transcription_factor,transcription_factor
ZNF584,transcription_factor,transcription_factor
FAM200B,transcription_factor,transcription_factor
ZNF883,transcription_factor,transcription_factor
LHX4,transcription_factor,transcription_factor
ZNF134,transcription_factor,transcription_factor
TCFL5,transcription_factor,transcription_factor
ZNF79,transcription_factor,transcription_factor
EPAS1,transcription_factor,transcription_factor
FOS,transcription_factor,transcription_factor
MAFA,transcription_factor,transcription_factor
ZNF648,transcription_factor,transcription_factor
ZNF486,transcription_factor,transcription_factor
VAX1,transcription_factor,transcription_factor
MZF1,transcription_factor,transcription_factor
FOXR2,transcription_factor,transcription_factor
ZSCAN18,transcription_factor,transcription_factor
MAFF,transcription_factor,transcription_factor
MXD1,transcription_factor,transcription_factor
ZNF558,transcription_factor,transcription_factor
ZNF536,transcription_factor,transcription_factor
TP53,transcription_factor,transcription_factor
ASCL2,transcription_factor,transcription_factor
ZNF668,transcription_factor,transcription_factor
SATB1,transcription_factor,transcription_factor
SOX15,transcription_factor,transcription_factor
BATF2,transcription_factor,transcription_factor
GLMP,transcription_factor,transcription_factor
KLF11,transcription_factor,transcription_factor
MYCL,transcription_factor,transcription_factor
ZMAT4,transcription_factor,transcription_factor
HMGA2,transcription_factor,transcription_factor
ZNF296,transcription_factor,transcription_factor
ZNF7,transcription_factor,transcription_factor
TCF20,transcription_factor,transcription_factor
RFX3,transcription_factor,transcription_factor
HOXC11,transcription_factor,transcription_factor
ZSCAN29,transcription_factor,transcription_factor
ASCL3,transcription_factor,transcription_factor
ZNF414,transcription_factor,transcription_factor
ZNF749,transcription_factor,transcription_factor
ZNF280B,transcription_factor,transcription_factor
RHOXF2,transcription_factor,transcription_factor
RFX8,transcription_factor,transcription_factor
NFATC3,transcription_factor,transcription_factor
ZNF211,transcription_factor,transcription_factor
ZNF527,transcription_factor,transcription_factor
ZBED9,transcription_factor,transcription_factor
SIM2,transcription_factor,transcription_factor
UBP1,transcription_factor,transcription_factor
PRDM13,transcription_factor,transcription_factor
TPRX1,transcription_factor,transcription_factor
PCGF6,transcription_factor,transcription_factor
TCF24,transcription_factor,transcription_factor
CDX1,transcription_factor,transcription_factor
ZNF846,transcription_factor,transcription_factor
NRL,transcription_factor,transcription_factor
ZNF514,transcription_factor,transcription_factor
HMGA1,transcription_factor,transcription_factor
ATF6,transcription_factor,transcription_factor
PRDM9,transcription_factor,transcription_factor
PREB,transcription_factor,transcription_factor
NHLH2,transcription_factor,transcription_factor
MBD1,transcription_factor,transcription_factor
ZNF597,transcription_factor,transcription_factor
FOXS1,transcription_factor,transcription_factor
OVOL2,transcription_factor,transcription_factor
ZNF852,transcription_factor,transcription_factor
ATF7,transcription_factor,transcription_factor
ETS1,transcription_factor,transcription_factor
SHOX2,transcription_factor,transcription_factor
PIN1,transcription_factor,transcription_factor
KLF15,transcription_factor,transcription_factor
ZKSCAN4,transcription_factor,transcription_factor
ELF4,transcription_factor,transcription_factor
TCF12,transcription_factor,transcription_factor
NANOGNB,transcription_factor,transcription_factor
NKX3-2,transcription_factor,transcription_factor
SAFB2,transcription_factor,transcription_factor
LHX5,transcription_factor,transcription_factor
ZNF396,transcription_factor,transcription_factor
POU3F4,transcription_factor,transcription_factor
NEUROG2,transcription_factor,transcription_factor
SATB2,transcription_factor,transcription_factor
PAX6,transcription_factor,transcription_factor
ZFY,transcription_factor,transcription_factor
MSC,transcription_factor,transcription_factor
HOXA1,transcription_factor,transcription_factor
HIC1,transcription_factor,transcription_factor
ZNF585B,transcription_factor,transcription_factor
CUX2,transcription_factor,transcription_factor
SOX10,transcription_factor,transcription_factor
ZNF165,transcription_factor,transcription_factor
RFX2,transcription_factor,transcription_factor
ZFP14,transcription_factor,transcription_factor
DR1,transcription_factor,transcription_factor
DLX6,transcription_factor,transcription_factor
TBX5,transcription_factor,transcription_factor
ZIM3,transcription_factor,transcription_factor
ZNF841,transcription_factor,transcription_factor
ZNF580,transcription_factor,transcription_factor
ZFHX3,transcription_factor,transcription_factor
ZNF746,transcription_factor,transcription_factor
ZSCAN31,transcription_factor,transcription_factor
ZNF804B,transcription_factor,transcription_factor
BATF3,transcription_factor,transcription_factor
THAP11,transcription_factor,transcription_factor
PRRX1,transcription_factor,transcription_factor
HMX2,transcription_factor,transcription_factor
MXI1,transcription_factor,transcription_factor
RFX4,transcription_factor,transcription_factor
FOXL1,transcription_factor,transcription_factor
HKR1,transcription_factor,transcription_factor
HOXD8,transcription_factor,transcription_factor
ELF2,transcription_factor,transcription_factor
MYRFL,transcription_factor,transcription_factor
ARID3C,transcription_factor,transcription_factor
SIX3,transcription_factor,transcription_factor
ZNF224,transcription_factor,transcription_factor
ZNF93,transcription_factor,transcription_factor
ZIM2,transcription_factor,transcription_factor
ZNF146,transcription_factor,transcription_factor
ZNF451,transcription_factor,transcription_factor
IKZF4,transcription_factor,transcription_factor
ZNF680,transcription_factor,transcription_factor
DMRT1,transcription_factor,transcription_factor
ZNF397,transcription_factor,transcription_factor
ZBED3,transcription_factor,transcription_factor
ZSCAN32,transcription_factor,transcription_factor
CREB5,transcription_factor,transcription_factor
ZNF461,transcription_factor,transcription_factor
ZBTB49,transcription_factor,transcription_factor
ZNF788,transcription_factor,transcription_factor
ZNF154,transcription_factor,transcription_factor
ZNF438,transcription_factor,transcription_factor
ELF5,transcription_factor,transcription_factor
MAX,transcription_factor,transcription_factor
TMF1,transcription_factor,transcription_factor
NPAS2,transcription_factor,transcription_factor
ZNF92,transcription_factor,transcription_factor
ETS2,transcription_factor,transcription_factor
ZBTB1,transcription_factor,transcription_factor
ZNF222,transcription_factor,transcription_factor
ZNF732,transcription_factor,transcription_factor
ZNF783,transcription_factor,transcription_factor
SRF,transcription_factor,transcription_factor
TBX22,transcription_factor,transcription_factor
TERB1,transcription_factor,transcription_factor
ZNF324,transcription_factor,transcription_factor
ZNF528,transcription_factor,transcription_factor
SOX17,transcription_factor,transcription_factor
ZNF341,transcription_factor,transcription_factor
ZNF785,transcription_factor,transcription_factor
KIN,transcription_factor,transcription_factor
PHF20,transcription_factor,transcription_factor
ZNF727,transcription_factor,transcription_factor
ZNF99,transcription_factor,transcription_factor
ZNF619,transcription_factor,transcription_factor
ZNF585A,transcription_factor,transcription_factor
GATA4,transcription_factor,transcription_factor
SOX3,transcription_factor,transcription_factor
ZNF614,transcription_factor,transcription_factor
DMRTB1,transcription_factor,transcription_factor
ZNF17,transcription_factor,transcription_factor
TBX6,transcription_factor,transcription_factor
ZNF84,transcription_factor,transcription_factor
LMX1B,transcription_factor,transcription_factor
ZNF135,transcription_factor,transcription_factor
MYPOP,transcription_factor,transcription_factor
ZBTB3,transcription_factor,transcription_factor
ZNF629,transcription_factor,transcription_factor
ZNF599,transcription_factor,transcription_factor
ZBTB39,transcription_factor,transcription_factor
HMG20A,transcription_factor,transcription_factor
TIGD3,transcription_factor,transcription_factor
GLI4,transcription_factor,transcription_factor
HAND1,transcription_factor,transcription_factor
CBX2,transcription_factor,transcription_factor
ZNF181,transcription_factor,transcription_factor
ZNF510,transcription_factor,transcription_factor
CDC5L,transcription_factor,transcription_factor
NKX1-2,transcription_factor,transcription_factor
ZNF513,transcription_factor,transcription_factor
ZNF320,transcription_factor,transcription_factor
ATF4,transcription_factor,transcription_factor
GBX2,transcription_factor,transcription_factor
SP100,transcription_factor,transcription_factor
LHX1,transcription_factor,transcription_factor
JAZF1,transcription_factor,transcription_factor
CREB3,transcription_factor,transcription_factor
ZNF704,transcription_factor,transcription_factor
POU1F1,transcription_factor,transcription_factor
ZNF33B,transcription_factor,transcription_factor
PA2G4,transcription_factor,transcription_factor
ZNF69,transcription_factor,transcription_factor
ELK4,transcription_factor,transcription_factor
PRDM16,transcription_factor,transcription_factor
MEF2C,transcription_factor,transcription_factor
ZNF331,transcription_factor,transcription_factor
ESX1,transcription_factor,transcription_factor
E2F2,transcription_factor,transcription_factor
ZNF286B,transcription_factor,transcription_factor
SPIC,transcription_factor,transcription_factor
PRDM10,transcription_factor,transcription_factor
FOXI1,transcription_factor,transcription_factor
KLF9,transcription_factor,transcription_factor
ZNF329,transcription_factor,transcription_factor
ZBTB34,transcription_factor,transcription_factor
SP5,transcription_factor,transcription_factor
OVOL3,transcription_factor,transcription_factor
RUNX2,transcription_factor,transcription_factor
ZNF395,transcription_factor,transcription_factor
TBX4,transcription_factor,transcription_factor
ZSCAN5C,transcription_factor,transcription_factor
E2F4,transcription_factor,transcription_factor
ZNF10,transcription_factor,transcription_factor
ZNF197,transcription_factor,transcription_factor
